timestamp,marginal_profit,pnl,trades,position,actual_pnl,starfruit_price,amethyst_price
241600,-20192,-118600,"(STARFRUIT, US << MARKET, 5048, 1, 241600)
(STARFRUIT, US << MARKET, 5048, 1, 241600)
(STARFRUIT, US << MARKET, 5048, 1, 241600)
(STARFRUIT, US << MARKET, 5048, 1, 241600)","{""AMETHYSTS"": 7, ""STARFRUIT"": 10}",1870,5047,10000
242000,9998,-108602,"(AMETHYSTS, MARKET << US, 9998, 1, 242000)","{""AMETHYSTS"": 6, ""STARFRUIT"": 10}",1854,5048,9996
242400,-10004,-118606,"(AMETHYSTS, US << MARKET, 10004, 1, 242400)","{""AMETHYSTS"": 7, ""STARFRUIT"": 10}",1894,5050,10000
242800,30318,-88288,"(STARFRUIT, MARKET << US, 5053, 1, 242800)
(STARFRUIT, MARKET << US, 5053, 1, 242800)
(STARFRUIT, MARKET << US, 5053, 1, 242800)
(STARFRUIT, MARKET << US, 5053, 1, 242800)
(STARFRUIT, MARKET << US, 5053, 1, 242800)
(STARFRUIT, MARKET << US, 5053, 1, 242800)","{""AMETHYSTS"": 7, ""STARFRUIT"": 4}",1908,5049,10000
243100,-20204,-108492,"(STARFRUIT, US << MARKET, 5051, 1, 243100)
(STARFRUIT, US << MARKET, 5051, 1, 243100)
(STARFRUIT, US << MARKET, 5051, 1, 243100)
(STARFRUIT, US << MARKET, 5051, 1, 243100)","{""AMETHYSTS"": 7, ""STARFRUIT"": 8}",1924,5052,10000
243500,-10002,-118494,"(AMETHYSTS, US << MARKET, 10002, 1, 243500)","{""AMETHYSTS"": 8, ""STARFRUIT"": 8}",1922,5049,10003
243600,9998,-108496,"(AMETHYSTS, MARKET << US, 9998, 1, 243600)","{""AMETHYSTS"": 7, ""STARFRUIT"": 8}",1903,5049,10001
243900,9998,-98498,"(AMETHYSTS, MARKET << US, 9998, 1, 243900)","{""AMETHYSTS"": 6, ""STARFRUIT"": 8}",1870,5049,9996
244100,-14945,-113443,"(AMETHYSTS, US << MARKET, 9996, 1, 244100)
(AMETHYSTS, US << MARKET, 9996, 1, 244100)
(STARFRUIT, MARKET << US, 5047, 1, 244100)","{""AMETHYSTS"": 8, ""STARFRUIT"": 7}",1907,5050,10000
244300,-5047,-118490,"(STARFRUIT, US << MARKET, 5047, 1, 244300)","{""AMETHYSTS"": 8, ""STARFRUIT"": 8}",1878,5049,9997
244500,-20184,-138674,"(STARFRUIT, US << MARKET, 5046, 1, 244500)
(STARFRUIT, US << MARKET, 5046, 1, 244500)
(STARFRUIT, US << MARKET, 5046, 1, 244500)
(STARFRUIT, US << MARKET, 5046, 1, 244500)","{""AMETHYSTS"": 8, ""STARFRUIT"": 12}",1914,5049,10000
244900,25228,-113446,"(STARFRUIT, US << MARKET, 5047, 1, 244900)
(STARFRUIT, US << MARKET, 5047, 1, 244900)
(STARFRUIT, MARKET << US, 5046, 1, 244900)
(STARFRUIT, MARKET << US, 5046, 1, 244900)
(STARFRUIT, MARKET << US, 5046, 1, 244900)
(STARFRUIT, MARKET << US, 5046, 1, 244900)
(STARFRUIT, MARKET << US, 5046, 1, 244900)
(STARFRUIT, MARKET << US, 5046, 1, 244900)
(STARFRUIT, MARKET << US, 5046, 1, 244900)","{""AMETHYSTS"": 8, ""STARFRUIT"": 7}",1884,5046,10001
245300,20004,-93442,"(AMETHYSTS, MARKET << US, 10002, 1, 245300)
(AMETHYSTS, MARKET << US, 10002, 1, 245300)","{""AMETHYSTS"": 6, ""STARFRUIT"": 7}",1912,5048,10003
245700,-20212,-113654,"(STARFRUIT, US << MARKET, 5053, 1, 245700)
(STARFRUIT, US << MARKET, 5053, 1, 245700)
(STARFRUIT, US << MARKET, 5053, 1, 245700)
(STARFRUIT, US << MARKET, 5053, 1, 245700)","{""AMETHYSTS"": 6, ""STARFRUIT"": 11}",1873,5049,9998
246000,5052,-108602,"(STARFRUIT, MARKET << US, 5052, 1, 246000)","{""AMETHYSTS"": 6, ""STARFRUIT"": 10}",1918,5052,10000
246100,30276,-78326,"(STARFRUIT, MARKET << US, 5046, 1, 246100)
(STARFRUIT, MARKET << US, 5046, 1, 246100)
(STARFRUIT, MARKET << US, 5046, 1, 246100)
(STARFRUIT, MARKET << US, 5046, 1, 246100)
(STARFRUIT, MARKET << US, 5046, 1, 246100)
(STARFRUIT, MARKET << US, 5046, 1, 246100)","{""AMETHYSTS"": 6, ""STARFRUIT"": 4}",1870,5049,10000
246800,-10092,-88418,"(STARFRUIT, US << MARKET, 5046, 1, 246800)
(STARFRUIT, US << MARKET, 5046, 1, 246800)","{""AMETHYSTS"": 6, ""STARFRUIT"": 6}",1852,5045,10000
247000,-44965,-133383,"(AMETHYSTS, US << MARKET, 10002, 1, 247000)
(AMETHYSTS, US << MARKET, 10002, 1, 247000)
(AMETHYSTS, US << MARKET, 10002, 1, 247000)
(AMETHYSTS, US << MARKET, 10002, 1, 247000)
(AMETHYSTS, US << MARKET, 10002, 1, 247000)
(STARFRUIT, MARKET << US, 5045, 1, 247000)","{""AMETHYSTS"": 11, ""STARFRUIT"": 5}",1890,5048,10003
247200,-10098,-143481,"(STARFRUIT, US << MARKET, 5049, 1, 247200)
(STARFRUIT, US << MARKET, 5049, 1, 247200)","{""AMETHYSTS"": 11, ""STARFRUIT"": 7}",1858,5050,9999
247500,-89955,-233436,"(AMETHYSTS, US << MARKET, 9995, 1, 247500)
(AMETHYSTS, US << MARKET, 9995, 1, 247500)
(AMETHYSTS, US << MARKET, 9995, 1, 247500)
(AMETHYSTS, US << MARKET, 9995, 1, 247500)
(AMETHYSTS, US << MARKET, 9995, 1, 247500)
(AMETHYSTS, US << MARKET, 9995, 1, 247500)
(AMETHYSTS, US << MARKET, 9995, 1, 247500)
(AMETHYSTS, US << MARKET, 9995, 1, 247500)
(AMETHYSTS, US << MARKET, 9995, 1, 247500)","{""AMETHYSTS"": 20, ""STARFRUIT"": 7}",1813,5047,9996
247600,69965,-163471,"(AMETHYSTS, MARKET << US, 9995, 1, 247600)
(AMETHYSTS, MARKET << US, 9995, 1, 247600)
(AMETHYSTS, MARKET << US, 9995, 1, 247600)
(AMETHYSTS, MARKET << US, 9995, 1, 247600)
(AMETHYSTS, MARKET << US, 9995, 1, 247600)
(AMETHYSTS, MARKET << US, 9995, 1, 247600)
(AMETHYSTS, MARKET << US, 9995, 1, 247600)","{""AMETHYSTS"": 13, ""STARFRUIT"": 7}",1865,5048,10000
248100,-45030,-208501,"(AMETHYSTS, US << MARKET, 9998, 1, 248100)
(AMETHYSTS, US << MARKET, 9998, 1, 248100)
(AMETHYSTS, US << MARKET, 9998, 1, 248100)
(AMETHYSTS, US << MARKET, 9998, 1, 248100)
(STARFRUIT, US << MARKET, 5044, 1, 248100)
(STARFRUIT, US << MARKET, 5044, 1, 248100)
(STARFRUIT, MARKET << US, 5050, 1, 248100)","{""AMETHYSTS"": 17, ""STARFRUIT"": 8}",1892,5047,10001
248200,-5045,-213546,"(STARFRUIT, US << MARKET, 5045, 1, 248200)","{""AMETHYSTS"": 17, ""STARFRUIT"": 9}",1886,5048,10000
248300,30294,-183252,"(STARFRUIT, MARKET << US, 5049, 1, 248300)
(STARFRUIT, MARKET << US, 5049, 1, 248300)
(STARFRUIT, MARKET << US, 5049, 1, 248300)
(STARFRUIT, MARKET << US, 5049, 1, 248300)
(STARFRUIT, MARKET << US, 5049, 1, 248300)
(STARFRUIT, MARKET << US, 5049, 1, 248300)","{""AMETHYSTS"": 17, ""STARFRUIT"": 3}",1915,5050,10001
248400,-35166,-218418,"(AMETHYSTS, US << MARKET, 10005, 1, 248400)
(AMETHYSTS, US << MARKET, 10005, 1, 248400)
(STARFRUIT, US << MARKET, 5052, 1, 248400)
(STARFRUIT, US << MARKET, 5052, 1, 248400)
(STARFRUIT, US << MARKET, 5052, 1, 248400)","{""AMETHYSTS"": 19, ""STARFRUIT"": 6}",1870,5048,10000
248600,-20200,-238618,"(STARFRUIT, US << MARKET, 5050, 1, 248600)
(STARFRUIT, US << MARKET, 5050, 1, 248600)
(STARFRUIT, US << MARKET, 5050, 1, 248600)
(STARFRUIT, US << MARKET, 5050, 1, 248600)","{""AMETHYSTS"": 19, ""STARFRUIT"": 10}",1892,5051,10000
248700,-10005,-248623,"(AMETHYSTS, US << MARKET, 10005, 1, 248700)","{""AMETHYSTS"": 20, ""STARFRUIT"": 10}",1867,5049,10000
248800,5046,-243577,"(STARFRUIT, MARKET << US, 5046, 1, 248800)","{""AMETHYSTS"": 20, ""STARFRUIT"": 9}",1835,5048,9999
248900,5046,-238531,"(STARFRUIT, MARKET << US, 5046, 1, 248900)","{""AMETHYSTS"": 20, ""STARFRUIT"": 8}",1873,5048,10001
249100,9998,-228533,"(AMETHYSTS, MARKET << US, 9998, 1, 249100)","{""AMETHYSTS"": 19, ""STARFRUIT"": 8}",1802,5049,9997
249200,-20200,-248733,"(STARFRUIT, US << MARKET, 5050, 1, 249200)
(STARFRUIT, US << MARKET, 5050, 1, 249200)
(STARFRUIT, US << MARKET, 5050, 1, 249200)
(STARFRUIT, US << MARKET, 5050, 1, 249200)","{""AMETHYSTS"": 19, ""STARFRUIT"": 12}",1867,5050,10000
249400,34945,-213788,"(AMETHYSTS, MARKET << US, 9998, 1, 249400)
(AMETHYSTS, MARKET << US, 9998, 1, 249400)
(AMETHYSTS, MARKET << US, 9998, 1, 249400)
(AMETHYSTS, MARKET << US, 9998, 1, 249400)
(STARFRUIT, US << MARKET, 5047, 1, 249400)","{""AMETHYSTS"": 15, ""STARFRUIT"": 13}",1802,5050,9996
249500,-19996,-233784,"(AMETHYSTS, US << MARKET, 9998, 1, 249500)
(AMETHYSTS, US << MARKET, 9998, 1, 249500)","{""AMETHYSTS"": 17, ""STARFRUIT"": 13}",1883,5050,10001
249600,-20192,-253976,"(STARFRUIT, US << MARKET, 5048, 1, 249600)
(STARFRUIT, US << MARKET, 5048, 1, 249600)
(STARFRUIT, US << MARKET, 5048, 1, 249600)
(STARFRUIT, US << MARKET, 5048, 1, 249600)","{""AMETHYSTS"": 17, ""STARFRUIT"": 17}",1891,5051,10000
249700,-6,-253982,"(AMETHYSTS, US << MARKET, 10002, 1, 249700)
(AMETHYSTS, MARKET << US, 9996, 1, 249700)","{""AMETHYSTS"": 17, ""STARFRUIT"": 17}",1851,5050,9999
249800,30324,-223658,"(STARFRUIT, MARKET << US, 5054, 1, 249800)
(STARFRUIT, MARKET << US, 5054, 1, 249800)
(STARFRUIT, MARKET << US, 5054, 1, 249800)
(STARFRUIT, MARKET << US, 5054, 1, 249800)
(STARFRUIT, MARKET << US, 5054, 1, 249800)
(STARFRUIT, MARKET << US, 5054, 1, 249800)","{""AMETHYSTS"": 17, ""STARFRUIT"": 11}",1903,5051,10000
250000,100020,-123638,"(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)
(AMETHYSTS, MARKET << US, 10002, 1, 250000)","{""AMETHYSTS"": 7, ""STARFRUIT"": 11}",1944,5051,10003
250100,35329,-88309,"(STARFRUIT, MARKET << US, 5047, 1, 250100)
(STARFRUIT, MARKET << US, 5047, 1, 250100)
(STARFRUIT, MARKET << US, 5047, 1, 250100)
(STARFRUIT, MARKET << US, 5047, 1, 250100)
(STARFRUIT, MARKET << US, 5047, 1, 250100)
(STARFRUIT, MARKET << US, 5047, 1, 250100)
(STARFRUIT, MARKET << US, 5047, 1, 250100)","{""AMETHYSTS"": 7, ""STARFRUIT"": 4}",1891,5050,10000
250200,89955,1646,"(AMETHYSTS, MARKET << US, 9995, 1, 250200)
(AMETHYSTS, MARKET << US, 9995, 1, 250200)
(AMETHYSTS, MARKET << US, 9995, 1, 250200)
(AMETHYSTS, MARKET << US, 9995, 1, 250200)
(AMETHYSTS, MARKET << US, 9995, 1, 250200)
(AMETHYSTS, MARKET << US, 9995, 1, 250200)
(AMETHYSTS, MARKET << US, 9995, 1, 250200)
(AMETHYSTS, MARKET << US, 9995, 1, 250200)
(AMETHYSTS, MARKET << US, 9995, 1, 250200)","{""AMETHYSTS"": -2, ""STARFRUIT"": 4}",1846,5050,10000
250400,-5164,-3518,"(AMETHYSTS, MARKET << US, 9998, 1, 250400)
(STARFRUIT, US << MARKET, 5054, 1, 250400)
(STARFRUIT, US << MARKET, 5054, 1, 250400)
(STARFRUIT, US << MARKET, 5054, 1, 250400)","{""AMETHYSTS"": -3, ""STARFRUIT"": 7}",1844,5050,9996
250700,20204,16686,"(STARFRUIT, MARKET << US, 5051, 1, 250700)
(STARFRUIT, MARKET << US, 5051, 1, 250700)
(STARFRUIT, MARKET << US, 5051, 1, 250700)
(STARFRUIT, MARKET << US, 5051, 1, 250700)","{""AMETHYSTS"": -3, ""STARFRUIT"": 3}",1842,5052,10000
251400,-25255,-8569,"(STARFRUIT, US << MARKET, 5051, 1, 251400)
(STARFRUIT, US << MARKET, 5051, 1, 251400)
(STARFRUIT, US << MARKET, 5051, 1, 251400)
(STARFRUIT, US << MARKET, 5051, 1, 251400)
(STARFRUIT, US << MARKET, 5051, 1, 251400)","{""AMETHYSTS"": -3, ""STARFRUIT"": 8}",1829,5049,9998
251700,-5054,-13623,"(STARFRUIT, US << MARKET, 5054, 1, 251700)","{""AMETHYSTS"": -3, ""STARFRUIT"": 9}",1872,5055,10000
252000,4949,-8674,"(AMETHYSTS, MARKET << US, 9998, 1, 252000)
(STARFRUIT, US << MARKET, 5049, 1, 252000)","{""AMETHYSTS"": -4, ""STARFRUIT"": 10}",1822,5048,9996
252100,-15150,-23824,"(STARFRUIT, US << MARKET, 5050, 1, 252100)
(STARFRUIT, US << MARKET, 5050, 1, 252100)
(STARFRUIT, US << MARKET, 5050, 1, 252100)","{""AMETHYSTS"": -4, ""STARFRUIT"": 13}",1813,5049,10000
252700,5054,-18770,"(STARFRUIT, MARKET << US, 5054, 1, 252700)","{""AMETHYSTS"": -4, ""STARFRUIT"": 12}",1846,5051,9999
252800,-15059,-33829,"(AMETHYSTS, US << MARKET, 10004, 1, 252800)
(STARFRUIT, US << MARKET, 5055, 1, 252800)","{""AMETHYSTS"": -3, ""STARFRUIT"": 13}",1847,5052,10000
253100,25062,-8767,"(AMETHYSTS, MARKET << US, 10004, 1, 253100)
(AMETHYSTS, MARKET << US, 10004, 1, 253100)
(STARFRUIT, MARKET << US, 5054, 1, 253100)","{""AMETHYSTS"": -5, ""STARFRUIT"": 12}",1833,5050,10000
253400,5047,-3720,"(STARFRUIT, MARKET << US, 5047, 1, 253400)","{""AMETHYSTS"": -5, ""STARFRUIT"": 11}",1830,5050,10000
253600,5053,1333,"(STARFRUIT, MARKET << US, 5053, 1, 253600)","{""AMETHYSTS"": -5, ""STARFRUIT"": 10}",1868,5053,9999
253800,20004,21337,"(AMETHYSTS, MARKET << US, 10002, 1, 253800)
(AMETHYSTS, MARKET << US, 10002, 1, 253800)","{""AMETHYSTS"": -7, ""STARFRUIT"": 10}",1851,5050,9998
254000,-5048,16289,"(STARFRUIT, US << MARKET, 5048, 1, 254000)","{""AMETHYSTS"": -7, ""STARFRUIT"": 11}",1850,5051,10000
254200,-80032,-63743,"(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, US << MARKET, 10004, 1, 254200)
(AMETHYSTS, MARKET << US, 10004, 1, 254200)
(AMETHYSTS, MARKET << US, 10004, 1, 254200)","{""AMETHYSTS"": 1, ""STARFRUIT"": 11}",1808,5050,10001
254800,-39984,-103727,"(AMETHYSTS, US << MARKET, 9996, 1, 254800)
(AMETHYSTS, US << MARKET, 9996, 1, 254800)
(AMETHYSTS, US << MARKET, 9996, 1, 254800)
(AMETHYSTS, US << MARKET, 9996, 1, 254800)","{""AMETHYSTS"": 5, ""STARFRUIT"": 11}",1808,5050,9997
254900,19996,-83731,"(AMETHYSTS, MARKET << US, 9998, 1, 254900)
(AMETHYSTS, MARKET << US, 9998, 1, 254900)","{""AMETHYSTS"": 3, ""STARFRUIT"": 11}",1832,5052,9997
255100,-19996,-103727,"(AMETHYSTS, US << MARKET, 9998, 1, 255100)
(AMETHYSTS, US << MARKET, 9998, 1, 255100)","{""AMETHYSTS"": 5, ""STARFRUIT"": 11}",1861,5053,10001
255500,20017,-83710,"(AMETHYSTS, MARKET << US, 10005, 1, 255500)
(AMETHYSTS, MARKET << US, 10005, 1, 255500)
(STARFRUIT, US << MARKET, 5047, 1, 255500)
(STARFRUIT, MARKET << US, 5054, 1, 255500)","{""AMETHYSTS"": 3, ""STARFRUIT"": 11}",1840,5050,10000
255800,-94918,-178628,"(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(AMETHYSTS, US << MARKET, 9998, 1, 255800)
(STARFRUIT, US << MARKET, 5047, 1, 255800)
(STARFRUIT, US << MARKET, 5047, 1, 255800)
(STARFRUIT, US << MARKET, 5047, 1, 255800)
(STARFRUIT, US << MARKET, 5047, 1, 255800)
(STARFRUIT, MARKET << US, 5050, 1, 255800)
(STARFRUIT, MARKET << US, 5050, 1, 255800)
(STARFRUIT, MARKET << US, 5050, 1, 255800)
(STARFRUIT, MARKET << US, 5050, 1, 255800)
(STARFRUIT, MARKET << US, 5050, 1, 255800)","{""AMETHYSTS"": 13, ""STARFRUIT"": 10}",1793,5046,9997
255900,-19996,-198624,"(AMETHYSTS, US << MARKET, 9998, 1, 255900)
(AMETHYSTS, US << MARKET, 9998, 1, 255900)","{""AMETHYSTS"": 15, ""STARFRUIT"": 10}",1906,5050,10002
256000,5051,-193573,"(STARFRUIT, MARKET << US, 5051, 1, 256000)","{""AMETHYSTS"": 15, ""STARFRUIT"": 9}",1886,5051,10000
256100,45038,-148535,"(AMETHYSTS, MARKET << US, 9998, 1, 256100)
(AMETHYSTS, MARKET << US, 9998, 1, 256100)
(AMETHYSTS, MARKET << US, 9998, 1, 256100)
(AMETHYSTS, MARKET << US, 9998, 1, 256100)
(STARFRUIT, MARKET << US, 5046, 1, 256100)","{""AMETHYSTS"": 11, ""STARFRUIT"": 8}",1825,5045,10000
256200,-5050,-153585,"(STARFRUIT, US << MARKET, 5050, 1, 256200)","{""AMETHYSTS"": 11, ""STARFRUIT"": 9}",1838,5047,10000
256400,5045,-148540,"(STARFRUIT, MARKET << US, 5045, 1, 256400)","{""AMETHYSTS"": 11, ""STARFRUIT"": 8}",1863,5049,10001
256500,-5045,-153585,"(STARFRUIT, US << MARKET, 5045, 1, 256500)","{""AMETHYSTS"": 11, ""STARFRUIT"": 9}",1858,5048,10001
257200,-5045,-158630,"(STARFRUIT, US << MARKET, 5045, 1, 257200)","{""AMETHYSTS"": 11, ""STARFRUIT"": 10}",1810,5044,10000
257400,-79984,-238614,"(AMETHYSTS, US << MARKET, 9998, 1, 257400)
(AMETHYSTS, US << MARKET, 9998, 1, 257400)
(AMETHYSTS, US << MARKET, 9998, 1, 257400)
(AMETHYSTS, US << MARKET, 9998, 1, 257400)
(AMETHYSTS, US << MARKET, 9998, 1, 257400)
(AMETHYSTS, US << MARKET, 9998, 1, 257400)
(AMETHYSTS, US << MARKET, 9998, 1, 257400)
(AMETHYSTS, US << MARKET, 9998, 1, 257400)","{""AMETHYSTS"": 19, ""STARFRUIT"": 10}",1799,5047,9997
257500,-10002,-248616,"(AMETHYSTS, US << MARKET, 10002, 1, 257500)","{""AMETHYSTS"": 20, ""STARFRUIT"": 10}",1914,5047,10003
257800,0,-248616,,"{""AMETHYSTS"": 20, ""STARFRUIT"": 10}",1854,5047,10000
257900,-10102,-258718,"(STARFRUIT, US << MARKET, 5051, 1, 257900)
(STARFRUIT, US << MARKET, 5051, 1, 257900)","{""AMETHYSTS"": 20, ""STARFRUIT"": 12}",1802,5050,9996
258000,0,-258718,,"{""AMETHYSTS"": 20, ""STARFRUIT"": 12}",1878,5048,10001
258200,35322,-223396,"(STARFRUIT, MARKET << US, 5046, 1, 258200)
(STARFRUIT, MARKET << US, 5046, 1, 258200)
(STARFRUIT, MARKET << US, 5046, 1, 258200)
(STARFRUIT, MARKET << US, 5046, 1, 258200)
(STARFRUIT, MARKET << US, 5046, 1, 258200)
(STARFRUIT, MARKET << US, 5046, 1, 258200)
(STARFRUIT, MARKET << US, 5046, 1, 258200)","{""AMETHYSTS"": 20, ""STARFRUIT"": 5}",1849,5049,10000
258500,24846,-198550,"(AMETHYSTS, MARKET << US, 10002, 1, 258500)
(AMETHYSTS, MARKET << US, 10002, 1, 258500)
(AMETHYSTS, MARKET << US, 10002, 1, 258500)
(AMETHYSTS, MARKET << US, 10002, 1, 258500)
(STARFRUIT, US << MARKET, 5054, 1, 258500)
(STARFRUIT, US << MARKET, 5054, 1, 258500)
(STARFRUIT, US << MARKET, 5054, 1, 258500)","{""AMETHYSTS"": 16, ""STARFRUIT"": 8}",1842,5051,9999
258900,-10002,-208552,"(AMETHYSTS, US << MARKET, 10002, 1, 258900)","{""AMETHYSTS"": 17, ""STARFRUIT"": 8}",1875,5047,10003
259000,-30116,-238668,"(AMETHYSTS, US << MARKET, 10004, 1, 259000)
(AMETHYSTS, US << MARKET, 10004, 1, 259000)
(STARFRUIT, US << MARKET, 5054, 1, 259000)
(STARFRUIT, US << MARKET, 5054, 1, 259000)","{""AMETHYSTS"": 19, ""STARFRUIT"": 10}",1832,5050,10000
259400,-5047,-243715,"(STARFRUIT, US << MARKET, 5047, 1, 259400)","{""AMETHYSTS"": 19, ""STARFRUIT"": 11}",1854,5050,10001
259700,5047,-238668,"(STARFRUIT, MARKET << US, 5047, 1, 259700)","{""AMETHYSTS"": 19, ""STARFRUIT"": 10}",1851,5050,10001
260300,-10002,-248670,"(AMETHYSTS, US << MARKET, 10002, 1, 260300)","{""AMETHYSTS"": 20, ""STARFRUIT"": 10}",1810,5050,9999
260700,5047,-243623,"(STARFRUIT, MARKET << US, 5047, 1, 260700)","{""AMETHYSTS"": 20, ""STARFRUIT"": 9}",1820,5047,10001
260800,5052,-238571,"(STARFRUIT, MARKET << US, 5052, 1, 260800)","{""AMETHYSTS"": 20, ""STARFRUIT"": 8}",1845,5052,10000
261000,-20192,-258763,"(STARFRUIT, US << MARKET, 5048, 1, 261000)
(STARFRUIT, US << MARKET, 5048, 1, 261000)
(STARFRUIT, US << MARKET, 5048, 1, 261000)
(STARFRUIT, US << MARKET, 5048, 1, 261000)","{""AMETHYSTS"": 20, ""STARFRUIT"": 12}",1801,5047,10000
261100,35329,-223434,"(STARFRUIT, MARKET << US, 5047, 1, 261100)
(STARFRUIT, MARKET << US, 5047, 1, 261100)
(STARFRUIT, MARKET << US, 5047, 1, 261100)
(STARFRUIT, MARKET << US, 5047, 1, 261100)
(STARFRUIT, MARKET << US, 5047, 1, 261100)
(STARFRUIT, MARKET << US, 5047, 1, 261100)
(STARFRUIT, MARKET << US, 5047, 1, 261100)","{""AMETHYSTS"": 20, ""STARFRUIT"": 5}",1816,5050,10000
261200,5053,-218381,"(STARFRUIT, MARKET << US, 5053, 1, 261200)","{""AMETHYSTS"": 20, ""STARFRUIT"": 4}",1775,5049,9998
261400,-10096,-228477,"(STARFRUIT, US << MARKET, 5048, 1, 261400)
(STARFRUIT, US << MARKET, 5048, 1, 261400)","{""AMETHYSTS"": 20, ""STARFRUIT"": 6}",1817,5049,10000
261600,49990,-178487,"(AMETHYSTS, MARKET << US, 9998, 1, 261600)
(AMETHYSTS, MARKET << US, 9998, 1, 261600)
(AMETHYSTS, MARKET << US, 9998, 1, 261600)
(AMETHYSTS, MARKET << US, 9998, 1, 261600)
(AMETHYSTS, MARKET << US, 9998, 1, 261600)","{""AMETHYSTS"": 15, ""STARFRUIT"": 6}",1774,5051,9997
261800,15041,-163446,"(AMETHYSTS, MARKET << US, 9995, 1, 261800)
(STARFRUIT, MARKET << US, 5046, 1, 261800)","{""AMETHYSTS"": 14, ""STARFRUIT"": 5}",1766,5048,9998
262100,-20098,-183544,"(AMETHYSTS, US << MARKET, 10002, 1, 262100)
(STARFRUIT, US << MARKET, 5048, 1, 262100)
(STARFRUIT, US << MARKET, 5048, 1, 262100)","{""AMETHYSTS"": 15, ""STARFRUIT"": 7}",1830,5047,10003
262700,-5048,-188592,"(STARFRUIT, US << MARKET, 5048, 1, 262700)","{""AMETHYSTS"": 15, ""STARFRUIT"": 8}",1823,5050,10001
263200,-20008,-208600,"(AMETHYSTS, US << MARKET, 10004, 1, 263200)
(AMETHYSTS, US << MARKET, 10004, 1, 263200)","{""AMETHYSTS"": 17, ""STARFRUIT"": 8}",1858,5053,10002
263300,-19996,-228596,"(AMETHYSTS, US << MARKET, 9998, 1, 263300)
(AMETHYSTS, US << MARKET, 9998, 1, 263300)
(AMETHYSTS, US << MARKET, 9998, 1, 263300)
(AMETHYSTS, MARKET << US, 9998, 1, 263300)","{""AMETHYSTS"": 19, ""STARFRUIT"": 8}",1763,5052,9997
263900,70014,-158582,"(AMETHYSTS, US << MARKET, 10002, 1, 263900)
(AMETHYSTS, MARKET << US, 10002, 1, 263900)
(AMETHYSTS, MARKET << US, 10002, 1, 263900)
(AMETHYSTS, MARKET << US, 10002, 1, 263900)
(AMETHYSTS, MARKET << US, 10002, 1, 263900)
(AMETHYSTS, MARKET << US, 10002, 1, 263900)
(AMETHYSTS, MARKET << US, 10002, 1, 263900)
(AMETHYSTS, MARKET << US, 10002, 1, 263900)
(AMETHYSTS, MARKET << US, 10002, 1, 263900)","{""AMETHYSTS"": 12, ""STARFRUIT"": 8}",1862,5051,10003
264100,50130,-108452,"(AMETHYSTS, MARKET << US, 10005, 1, 264100)
(AMETHYSTS, MARKET << US, 10005, 1, 264100)
(AMETHYSTS, MARKET << US, 10005, 1, 264100)
(AMETHYSTS, MARKET << US, 10005, 1, 264100)
(STARFRUIT, MARKET << US, 5055, 1, 264100)
(STARFRUIT, MARKET << US, 5055, 1, 264100)","{""AMETHYSTS"": 8, ""STARFRUIT"": 6}",1854,5051,10000
264300,-20196,-128648,"(STARFRUIT, US << MARKET, 5049, 1, 264300)
(STARFRUIT, US << MARKET, 5049, 1, 264300)
(STARFRUIT, US << MARKET, 5049, 1, 264300)
(STARFRUIT, US << MARKET, 5049, 1, 264300)","{""AMETHYSTS"": 8, ""STARFRUIT"": 10}",1840,5048,10001
264500,20098,-108550,"(AMETHYSTS, MARKET << US, 9998, 1, 264500)
(STARFRUIT, MARKET << US, 5050, 1, 264500)
(STARFRUIT, MARKET << US, 5050, 1, 264500)","{""AMETHYSTS"": 7, ""STARFRUIT"": 8}",1849,5049,10001
